result_id,person,items,has_snow_peas,has_blue_cheese,has_snack,has_plastic_snake,has_toy_frog,brother,bags_count,bags_color,meeting_day,meeting_location
6027,Stella,"[""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5977,Stella,"[""snow peas"",""blue cheese"",""snack"",""snake"",""frog""]",1,1,1,0,0,Bob,3,red,Wednesday,train station
5969,Stella,"[""snow peas"",""blue cheese"",""snake"",""frog""]",1,1,0,0,0,Bob,3,red,Wednesday,train station
6010,Stella,"[""snow peas"",""blue cheese"",""snack"",""snake"",""frog""]",1,1,1,0,0,Bob,3,red,Wednesday,train station
5960,Stella,"[""snow peas"",""blue cheese"",""snack"",""snake"",""toy frog""]",1,1,1,0,1,Bob,3,red,Wednesday,train station
5906,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5868,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5928,Stella,"[""snow peas"",""blue cheese"",""snake"",""toy frog""]",1,1,0,0,1,Bob,3,red,Wednesday,train station
5894,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5933,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5931,Stella,"[""spoons"",""snow peas"",""snap"",""Brie cheese"",""snack"",""toy flock""]",1,0,1,0,0,Bob,3,red,Wednesday,train station
5899,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5860,Stella,"[""snow peas"",""blue cheese"",""plastic snake"",""toy frog""]",1,1,0,1,1,Bob,3,red,Wednesday,train station
5866,Stella,"[""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5854,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5917,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5875,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5936,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5897,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5842,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5892,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5844,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5862,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5907,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5841,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5869,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5878,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5849,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5837,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5870,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5888,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5857,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5886,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5896,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5887,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5877,Stella,"[""spoons"",""snow peas"",""slabs of blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,0,1,1,1,Bob,3,red,Wednesday,train station
5893,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5911,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5847,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5929,Stella,"[""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5919,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5848,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5910,Stella,"[""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5930,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5916,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5872,Stela,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5882,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5879,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5889,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5861,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5935,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5925,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5900,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5850,Stella,"[""snow peas"",""blue cheese"",""snake"",""frog""]",1,1,0,0,0,Bob,3,red,Wednesday,train station
5839,Stella,"[""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,NULL,3,red,Wednesday,train station
5836,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5852,Stella,"[""spoons"",""snow peas"",""stick slabs"",""blue cheese"",""snake"",""toy frog""]",1,1,0,0,1,Bob,3,red,Wednesday,train station
5938,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5895,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5908,Esther,"[""spoons"",""rasp"",""peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",0,1,1,1,1,Bob,3,red,Wednesday,train station
5901,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snake"",""plastic snake"",""toy frog""]",1,1,0,1,1,Bob,3,red,Wednesday,train station
5876,Stella,"[""snow peas"",""blue cheese"",""snake"",""plastic snake"",""toy frog""]",1,1,0,1,1,Bob,3,red,Wednesday,train station
5926,Taylor,"[""spoons"",""snow peas"",""snaps"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5923,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5883,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snack"",""toy frog""]",1,1,1,0,1,Bob,3,red,Wednesday,train station
5891,Tara,"[""spoons"",""snow peas"",""wraps"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5867,Stella,"[""spoons"",""frozen peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",0,1,1,1,1,Bob,3,red,Wednesday,train station
5898,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5904,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy flower""]",1,1,1,1,0,Bob,3,red,Wednesday,train station
5885,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5918,Dana,"[""spoons"",""snow peas"",""blue cheese"",""plastic snake"",""toy frog""]",1,1,0,1,1,Bob,3,red,Wednesday,train station
5880,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snake"",""frog""]",1,1,0,0,0,Bob,3,red,Wednesday,train station
5835,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5909,Stella,"[""spoons"",""rice"",""snow peas"",""sinks"",""sl ibers"",""teas"",""snake"",""plastic snake"",""toys frog""]",1,0,0,1,0,Bobby,3,right,Wednesday,train station
5863,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snack"",""toy frog""]",1,1,1,0,1,Bob,3,red,Wednesday,train station
5874,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,transit station
5864,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5884,Stella,"[""spoon"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,NULL,train station
5871,Chick,"[""French snow piece"",""blue cheese"",""snake"",""plastic snake"",""toy frog""]",0,1,0,1,1,Bob,3,red,trying stage,NULL
5858,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5890,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5846,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5915,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5881,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5838,Stella,"[""spoons"",""snow peas"",""blue cheese"",""plastic snake"",""toy frog""]",1,1,0,1,1,Bob,3,red,Wednesday,train station
5853,Stella,"[""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5912,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5855,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5851,Estelle,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5845,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5934,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5921,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5927,Stella,"[""spoons"",""snow peas"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5913,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""snack"",""plastic snake"",""toy frog""]",1,1,1,1,1,Bob,3,red,Wednesday,train station
5914,Stella,"[""spoons"",""snow peas"",""slabs"",""blue cheese"",""plastic snake"",""toy frog""]",1,1,0,1,1,Bob,3,red,Wednesday,train station
